Name,Team,Season,Level,Age,G,PA,H,1B,2B,3B,HR,RBI,BB,SO,GDP,SB,CS,BB%,K%,BB/K,AVG,wOBA,OBP,SLG,OPS,ISO,wRC,wRC+,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,PlayerId
"Luke Shliger","SFG",2024,"A,A+",22,80,346,66,46,15,2,3,33,57,71,2,11,4,0.164739884,0.205202312,0.802816901,0.239130434,0.36479449755903604,0.388405797,0.34057971,0.728985507,0.101449276,51.35589824929407,110.83621700077757,0.23880597,0.393034825,0.368159203,1.067567567,0.42718447,0.2815534,0.29126214,"sa3022694"
"Jared Wegner","NYY",2024,"AA",24,93,358,64,40,15,2,7,39,42,105,8,9,5,0.117318435,0.293296089,0.4,0.210526315,0.3082637179164247,0.315642458,0.342105263,0.657747721,0.131578948,39.15406130314757,93.1061930605733,0.18556701,0.463917525,0.350515463,1.323529411,0.56862745,0.20098039,0.23039216,"sa3022695"
"Spencer Nivens","KCR",2024,"A+,CPX",22,101,422,92,50,18,3,21,61,50,113,2,7,4,0.118483412,0.267772511,0.442477876,0.25136612,0.37842405054744804,0.341232227,0.489071038,0.830303265,0.237704918,67.61280592909772,133.1399967791298,0.248031496,0.279527559,0.472440944,0.591666666,0.52713178,0.23255814,0.24031008,"sa3022697"
"Will Bush","HOU",2024,"A,A+",20,91,335,62,41,12,1,8,45,41,91,8,5,0,0.122388059,0.271641791,0.45054945,0.219858156,0.3355314348553036,0.332335329,0.354609929,0.686945258,0.134751773,42.49092667908595,107.0802460094496,0.267015706,0.340314136,0.392670157,0.866666666,0.43076923,0.24615385,0.32307692,"sa3022698"
"Scott Bandura","SFG",2024,"A,A+,CPX",22,85,380,78,53,16,3,6,53,46,96,7,24,5,0.121052631,0.252631578,0.479166666,0.242236024,0.34319310737283604,0.35,0.366459627,0.716459627,0.124223603,50.32980879283861,103.72628685574003,0.226666666,0.44,0.333333333,1.32,0.36086957,0.26956522,0.36956522,"sa3022699"
"Chase Jaworsky","HOU",2024,"A",19,78,328,66,42,20,0,4,32,29,68,2,28,6,0.088414634,0.207317073,0.426470588,0.233215547,0.33616525534449554,0.335365853,0.346289752,0.681655605,0.113074205,41.75333224001304,107.48167073219255,0.224299065,0.429906542,0.345794392,1.243243243,0.46759259,0.18981481,0.34259259,"sa3022700"
"Quinn McDaniel","SFG",2024,"A+",21,116,511,102,65,20,4,13,56,67,166,4,40,7,0.131115459,0.324853228,0.403614457,0.235565819,0.344844949946684,0.345098039,0.39030023,0.735398269,0.154734411,68.73006224568691,110.30424958621003,0.229007633,0.366412213,0.404580152,0.905660377,0.36900369,0.29520295,0.33579336,"sa3022701"
"Pascanel Ferreras","HOU",2024,"A+,AA",22,109,454,88,59,14,6,9,42,47,122,15,10,4,0.103524229,0.268722466,0.385245901,0.22278481,0.31755239322847206,0.319383259,0.356962025,0.676345284,0.134177215,52.3516463205125,94.9738676449692,0.259124087,0.441605839,0.299270072,1.475609756,0.43430657,0.24817518,0.31751825,"sa3022702"
"Zyhir Hope","LAD",2024,"A,CPX",19,61,272,64,39,16,0,9,36,41,62,3,9,2,0.150735294,0.227941176,0.661290322,0.28959276,0.42699568337864346,0.418518518,0.484162895,0.902681413,0.194570135,54.419671467545456,143.83529413309512,0.215686274,0.450980392,0.333333333,1.352941176,0.51572327,0.16981132,0.31446541,"sa3022703"
"Jackson Hornung","TOR",2024,"A+",23,112,463,105,72,25,2,6,47,45,114,10,0,0,0.097192224,0.246220302,0.394736842,0.257985257,0.3356340110430707,0.341252699,0.373464373,0.714717072,0.115479116,58.951354792764675,104.41892230508472,0.180851063,0.507092198,0.312056737,1.625,0.46283784,0.22972973,0.30743243,"sa3022704"
"Bo Davidson","SFG",2024,"A,CPX",21,63,263,72,40,14,7,11,48,38,65,6,7,3,0.144486692,0.247148288,0.584615384,0.327272727,0.4729156414818854,0.437262357,0.604545454,1.041807811,0.277272727,62.7479444307552,170.6212146549518,0.241830065,0.48366013,0.274509803,1.761904761,0.35483871,0.28387097,0.36129032,"sa3022706"
"Kellum Clark","NYM",2024,"A,A+",23,68,255,41,35,4,2,0,16,42,88,1,3,1,0.164705882,0.345098039,0.477272727,0.198067632,0.2963571506222402,0.345098039,0.236714975,0.581813014,0.038647343,25.973489446587323,83.11202289647485,0.225,0.525,0.25,2.1,0.52066116,0.21487603,0.26446281,"sa3022749"
"Roc Riggio","NYY",2024,"A+",22,106,480,88,45,27,5,11,47,71,97,6,27,6,0.147916666,0.202083333,0.731958762,0.221105527,0.3487548889225996,0.348643006,0.396984924,0.74562793,0.175879397,68.62756472110424,116.72523580711764,0.193220338,0.352542372,0.454237288,0.776119402,0.45723684,0.22697368,0.31578947,"sa3022750"
"Dylan Campbell","LAD",2024,"A+",21,115,493,109,77,21,1,10,53,50,110,3,42,7,0.101419878,0.223123732,0.454545454,0.250574712,0.3310999115550421,0.330628803,0.372413793,0.703042596,0.121839081,60.71420756943907,104.25378097872151,0.243076923,0.341538461,0.415384615,0.822222222,0.43939394,0.27272727,0.28787879,"sa3022751"
"Poncho Ruiz","MIN",2024,"A,A+",22,92,377,79,51,24,0,4,41,48,69,11,3,1,0.127320954,0.183023872,0.695652173,0.247648902,0.34455157717595997,0.350132625,0.360501567,0.710634192,0.112852665,50.189991538449256,108.62573328699233,0.218623481,0.396761133,0.384615384,1.031578947,0.4140625,0.30859375,0.27734375,"sa3022752"
"Dillon Head","MIA",2024,"A,CPX",19,26,123,27,17,5,3,2,11,10,30,0,5,4,0.081300813,0.243902439,0.333333333,0.243243243,0.3368992199742697,0.31707317,0.396396396,0.713469566,0.153153153,15.36513671829627,92.04786574699591,0.151898734,0.430379746,0.417721518,1.03030303,0.53658537,0.2195122,0.24390244,"sa3022753"
"Edrick Felix","CHW",2024,"A,CPX",22,68,263,46,29,10,2,5,31,34,72,4,8,3,0.129277566,0.273764258,0.472222222,0.213953488,0.3442436869153505,0.349809885,0.348837209,0.698647094,0.134883721,36.288494084496364,92.82388802094621,0.119718309,0.387323943,0.492957746,0.785714285,0.44827586,0.23448276,0.31724138,"sa3022754"
"Caden Connor","CHW",2024,"A,A+",23,121,532,135,92,33,3,7,76,58,92,5,7,1,0.109022556,0.17293233,0.630434782,0.29347826,0.37590174466595616,0.372180451,0.423913043,0.796093494,0.130434783,84.21091029816199,132.40214298483428,0.212365591,0.478494623,0.309139784,1.547826086,0.3872679,0.22281167,0.38992042,"sa3022755"
"Blake Mitchell","KCR",2024,"A,A+",19,111,486,92,55,16,3,18,51,80,149,2,26,7,0.164609053,0.306584362,0.536912751,0.232323232,0.3806880606600076,0.368312757,0.424242424,0.792555181,0.191919192,77.57421197317211,134.77161377121232,0.240963855,0.337349397,0.421686746,0.8,0.448,0.232,0.32,"sa3022756"
"Bryce Eldridge","SFG",2024,"A,A+,AA,AAA",19,116,519,129,77,27,2,23,91,59,132,3,6,0,0.113680154,0.25433526,0.446969696,0.289237668,0.3979424084572829,0.371868978,0.513452914,0.885321892,0.224215246,90.68798925508744,136.99607870369348,0.254716981,0.389937106,0.355345911,1.097345132,0.41486068,0.32198142,0.26315789,"sa3022757"
"Justin Johnson","KCR",2024,"A+",24,101,400,79,51,24,1,3,35,51,76,8,16,5,0.1275,0.19,0.671052631,0.236526946,0.333025706323547,0.349246231,0.341317365,0.690563596,0.104790419,49.84268480812907,105.48478917976144,0.270588235,0.380392156,0.349019607,1.08988764,0.46564885,0.22137405,0.3129771,"sa3022758"
"Ryan Galanie","CHW",2024,"A,A+",24,106,457,102,67,13,5,17,73,55,96,11,4,1,0.120350109,0.210065645,0.572916666,0.266318537,0.3895066350502832,0.374179431,0.459530026,0.833709457,0.193211489,77.64018601675562,141.14682966571135,0.201388888,0.416666666,0.381944444,1.09090909,0.44863014,0.24315068,0.30821918,"sa3022759"
"Pier-Olivier Boucher","ATL",2024,"A",24,39,143,21,14,5,1,1,6,20,48,3,12,2,0.139860139,0.335664335,0.416666666,0.173553719,0.28566699761610764,0.3006993,0.256198347,0.556897647,0.082644628,12.935048196649712,76.37463097963719,0.208333333,0.666666666,0.125,5.333333333,0.54794521,0.21917808,0.23287671,"sa3022761"
"Garrett Martin","NYY",2024,"A+",24,87,346,62,30,17,3,12,43,34,97,7,17,2,0.098265895,0.28034682,0.350515463,0.216027874,0.3447652352707727,0.326409495,0.421602787,0.748012282,0.205574913,48.402214903214904,114.20800520872527,0.234042553,0.377659574,0.388297872,0.972602739,0.5026178,0.2513089,0.2460733,"sa3022806"
"Christian Pregent","NYM",2024,"A+",23,53,185,26,22,3,0,1,15,23,62,2,0,0,0.124324324,0.335135135,0.370967741,0.165605095,0.24707729719780586,0.281081081,0.203821656,0.484902737,0.038216561,11.913120656599771,52.57281371822368,0.180851063,0.489361702,0.329787234,1.483870967,0.45360825,0.2371134,0.30927835,"sa3022807"
"Tavian Josenberger","BAL",2024,"A+,AA",22,86,372,73,45,14,5,9,39,51,61,4,50,6,0.137096774,0.163978494,0.836065573,0.234726688,0.34715219638119005,0.345205479,0.398713826,0.743919305,0.163987138,52.656845891837676,115.81307317475813,0.202429149,0.340080971,0.457489878,0.743362831,0.48031496,0.25590551,0.26377953,"sa3022808"
"Dominic Pitelli","CIN",2024,"A,AA",22,113,460,102,75,18,5,4,35,47,120,8,43,11,0.102173913,0.260869565,0.391666666,0.253101736,0.3272482984668606,0.334065934,0.35235732,0.686423254,0.099255584,55.25005374080182,103.77690566997398,0.222222222,0.455197132,0.322580645,1.411111111,0.44755245,0.27622378,0.27622378,"sa3022809"
"Nick Lorusso","NYM",2024,"A+,AA",23,78,341,75,45,15,3,12,44,46,68,5,9,3,0.13489736,0.199413489,0.676470588,0.262237762,0.37811659141020343,0.366568914,0.461538461,0.828107375,0.199300699,56.41050627663874,135.5387295027755,0.272727272,0.359090909,0.368181818,0.975308641,0.47767857,0.24553571,0.27678571,"sa3022810"
"Cole Gabrielson","NYY",2024,"A+,AA",23,82,285,50,34,14,2,0,24,37,71,3,15,4,0.129824561,0.249122807,0.52112676,0.213675213,0.31678485807619594,0.350877192,0.29059829,0.641475482,0.076923077,33.5737858976004,97.07238191369045,0.296296296,0.339506172,0.36419753,0.932203389,0.41463415,0.23170732,0.35365854,"sa3022811"
"Kehden Hettiger","PHI",2024,"A",20,68,288,44,29,9,1,5,30,57,68,3,4,1,0.197916666,0.236111111,0.838235294,0.194690265,0.3402456266598569,0.361111111,0.309734513,0.670845624,0.115044248,37.397723161299254,105.49430439507563,0.282051282,0.365384615,0.352564102,1.036363636,0.475,0.24375,0.28125,"sa3022812"
"Austin Deming","HOU",2024,"A+,AA",24,113,458,105,62,24,0,19,63,42,124,9,13,3,0.091703056,0.270742358,0.338709677,0.261845386,0.37129340143120265,0.347921225,0.463840399,0.811761624,0.201995013,73.01111690990103,130.59164363628315,0.243542435,0.391143911,0.365313653,1.07070707,0.39350181,0.22743682,0.37906137,"sa3022813"
"Bryan Broecker","TBR",2024,"A,A+",22,55,204,29,24,5,0,0,12,35,60,3,11,2,0.171568627,0.294117647,0.583333333,0.179012345,0.29116886355019556,0.334975369,0.209876543,0.544851912,0.030864198,19.32590600908561,79.77760664531738,0.285714285,0.346938775,0.367346938,0.944444444,0.45192308,0.22115385,0.32692308,"sa3022814"
"Matthew Etzel","BAL",2024,"A+,AA",22,119,484,116,79,18,8,11,66,47,114,4,45,12,0.097107438,0.23553719,0.412280701,0.272300469,0.3533339152939587,0.345041322,0.429577464,0.774618786,0.157276995,69.69333318307136,121.81188392781573,0.233438485,0.416403785,0.350157728,1.189189189,0.40752351,0.24451411,0.34796238,"sa3022815"
"Pierce Bennett","PHI",2024,"A,A+",23,82,338,71,57,9,4,1,34,47,49,9,11,4,0.139053254,0.144970414,0.959183673,0.253571428,0.3438239730784023,0.372781065,0.325,0.697781065,0.071428572,45.475607867332606,109.4682544413987,0.248908296,0.519650655,0.231441048,2.245283018,0.31779661,0.30932203,0.37288136,"sa3022816"
"George Wolkow","CHW",2024,"A,CPX",18,91,392,86,51,18,4,13,56,47,158,3,9,2,0.119897959,0.403061224,0.297468354,0.256716417,0.3818219073898042,0.357142857,0.450746268,0.807889125,0.194029851,64.14881534606931,130.22583983470597,0.247191011,0.365168539,0.387640449,0.942028985,0.43333333,0.27777778,0.28888889,"sa3022817"
"Stanley Tucker","BOS",2024,"A",22,69,261,43,33,6,2,2,25,39,61,2,23,7,0.149425287,0.233716475,0.639344262,0.194570135,0.29553970340567987,0.314176245,0.266968325,0.58114457,0.07239819,25.488655207873226,82.45623983658717,0.25949367,0.398734177,0.341772151,1.166666666,0.45679012,0.21604938,0.32716049,"sa3022818"
"Stone Russell","KCR",2024,"AA,AAA,CPX",20,50,195,43,33,7,1,2,21,21,39,7,6,1,0.107692307,0.2,0.538461538,0.257485029,0.3407419978645799,0.347150259,0.347305389,0.694455648,0.08982036,25.364046354933702,84.45519066334889,0.159663865,0.453781512,0.386554621,1.173913043,0.31496063,0.20472441,0.48031496,"sa3022819"
"Sheng-En Lin","CIN",2024,"CPX",18,49,215,53,42,4,6,1,34,36,68,2,12,3,0.16744186,0.316279069,0.529411764,0.308139534,0.40562941210930337,0.417840375,0.418604651,0.836445026,0.110465117,40.244461343455235,120.34516066561234,0.271028037,0.504672897,0.224299065,2.25,0.43636364,0.16363636,0.4,"sa3022820"
"Bernard Moon","CIN",2024,"A,CPX",19,48,200,49,37,9,1,2,30,18,52,5,6,6,0.09,0.26,0.346153846,0.298780487,0.40613740293224854,0.417085427,0.402439024,0.819524451,0.103658537,37.67077079984187,120.82042931129159,0.211009174,0.522935779,0.266055045,1.965517241,0.51754386,0.27192982,0.21052632,"sa3022821"
"Garret Forrester","PIT",2024,"A,CPX",22,66,264,51,36,14,0,1,22,39,72,3,3,0,0.147727272,0.272727272,0.541666666,0.242857142,0.3590017518762386,0.386363636,0.323809523,0.710173159,0.080952381,37.89555559133101,115.94666615551881,0.248175182,0.452554744,0.299270072,1.512195121,0.34751773,0.26950355,0.38297872,"sa3022822"
"Charles McAdoo","PIT",2024,"A+,AA",22,124,519,126,76,27,6,17,78,54,128,6,21,4,0.104046242,0.246628131,0.421875,0.279379157,0.38100766247891366,0.364161849,0.478935698,0.843097547,0.199556541,86.54771610328933,138.29856826569542,0.231974921,0.363636363,0.404388714,0.899224806,0.45679012,0.26851852,0.27469136,"sa3022823"
"Carter Graham","CIN",2024,"A,A+",22,83,318,60,36,15,1,8,40,25,83,6,8,3,0.078616352,0.261006289,0.301204819,0.215053763,0.31606865380464666,0.301886792,0.362007168,0.66389396,0.146953405,35.527896994791035,92.10051014372124,0.222797927,0.409326424,0.367875647,1.112676056,0.50251256,0.25125628,0.24623116,"sa3022824"
"Carson Roccaforte","KCR",2024,"A+",22,122,535,98,60,23,5,10,62,56,139,2,34,13,0.104672897,0.259813084,0.402877697,0.20806794,0.300475302812095,0.293457943,0.341825902,0.635283845,0.133757962,53.51498616352502,84.67789203523121,0.216867469,0.373493975,0.409638554,0.911764705,0.54166667,0.21130952,0.24702381,"sa3022825"
"Jason Hernandez","SDP",2024,"DSL",18,40,145,29,22,4,2,1,25,18,28,4,8,4,0.124137931,0.193103448,0.642857142,0.243697478,0.37066704240338555,0.372413793,0.336134453,0.708548246,0.092436975,21.821104621207915,103.14582992475901,0.205128205,0.474358974,0.32051282,1.48,0.48780488,0.18292683,0.32926829,"sa3022826"
"Devin Saltiban","PHI",2024,"A",19,97,411,82,51,13,1,17,53,50,102,4,22,2,0.121654501,0.248175182,0.490196078,0.236994219,0.3682849751739967,0.346341463,0.427745664,0.774087127,0.190751445,62.062547510996225,122.67727333093967,0.189300411,0.432098765,0.378600823,1.141304347,0.46,0.272,0.268,"sa3022827"
"Dustin Dickerson","KCR",2024,"A+",23,105,434,79,68,9,0,2,38,69,100,7,9,5,0.158986175,0.230414746,0.69,0.224431818,0.31406467027597496,0.356643356,0.267045454,0.62368881,0.042613636,47.86555503099636,93.36449928360821,0.278225806,0.346774193,0.375,0.924731182,0.33463035,0.22568093,0.43968872,"sa3022828"
"Coby Morales","NYY",2024,"A,A+",22,113,442,95,79,11,1,4,55,58,129,5,34,8,0.131221719,0.291855203,0.449612403,0.253333333,0.34052933138959546,0.364253393,0.32,0.684253393,0.066666667,57.90989255203819,106.52485817259773,0.2875,0.45,0.2625,1.714285714,0.42040816,0.26938776,0.31020408,"sa3022829"
"Dylan Jasso","NYY",2024,"A,A+",21,120,508,107,63,30,3,11,67,50,124,5,2,0,0.098425196,0.244094488,0.403225806,0.242630385,0.3441519956654451,0.328740157,0.39909297,0.727833127,0.156462585,68.17147756886439,109.13786911172346,0.233974358,0.342948717,0.423076923,0.81060606,0.4423676,0.2741433,0.2834891,"sa3022830"
"Jonathon Long","CHC",2024,"A+,AA",22,114,489,115,77,21,0,17,70,69,101,9,2,0,0.141104294,0.206543967,0.683168316,0.283251231,0.394433752313012,0.390593047,0.460591133,0.85118418,0.177339902,82.84993785133153,148.63617316397395,0.245033112,0.394039735,0.360927152,1.091743119,0.33333333,0.28846154,0.37820513,"sa3022864"
"Josh Moylan","NYY",2024,"A+",21,101,406,84,56,18,2,8,42,55,102,6,3,3,0.13546798,0.251231527,0.539215686,0.24633431,0.346755208203822,0.357142857,0.381231671,0.738374528,0.134897361,57.4200492119704,115.46355799455432,0.25,0.4625,0.2875,1.608695652,0.44672131,0.2295082,0.32377049,"sa3022865"
"Eric Bitonti","MIL",2024,"A,CPX",18,79,358,83,41,23,3,16,66,59,100,4,12,3,0.164804469,0.279329608,0.59,0.282312925,0.435061387968867,0.402234636,0.544217687,0.946452323,0.261904762,75.84956091060296,147.78217913456226,0.204188481,0.282722513,0.513089005,0.551020408,0.44670051,0.2893401,0.26395939,"sa3022866"
"Cooper Pratt","MIL",2024,"A,A+",19,96,406,96,70,15,3,8,45,42,81,4,27,3,0.103448275,0.199507389,0.518518518,0.27665706,0.36726302795907106,0.362282878,0.406340057,0.768622935,0.129682997,60.7488184278805,126.39388191116801,0.304511278,0.413533834,0.281954887,1.466666666,0.45387454,0.24354244,0.30258303,"sa3022867"
"Alfonsin Rosario","CHC",2024,"A",20,109,456,88,50,18,4,16,73,56,147,4,20,5,0.122807017,0.322368421,0.38095238,0.229765013,0.3678661233239007,0.344298245,0.422976501,0.767274746,0.193211488,68.5936411399116,127.00947633946427,0.234042553,0.370212765,0.39574468,0.93548387,0.48547718,0.26141079,0.25311203,"sa3022868"
"Justin Miknis","PIT",2024,"A,A+",23,39,124,19,14,3,0,2,16,24,32,1,0,0,0.193548387,0.258064516,0.75,0.191919191,0.3181223481651244,0.346774193,0.282828282,0.629602475,0.090909091,14.083098686035694,92.31118738168449,0.264705882,0.485294117,0.25,1.94117647,0.4057971,0.33333333,0.26086957,"sa3022884"
"Mac Horvath","TBR",2024,"A+",22,102,444,88,49,23,3,13,59,48,115,3,35,2,0.108108108,0.259009009,0.417391304,0.229166666,0.33265632820558977,0.317567567,0.40625,0.723817567,0.177083334,57.95653873705308,106.56801586689097,0.200743494,0.31598513,0.483271375,0.653846153,0.54212454,0.25641026,0.2014652,"sa3022885"
"Kyle Teel","BOS",2024,"AA,AAA",22,112,505,123,87,23,0,13,78,68,116,9,12,5,0.134653465,0.22970297,0.586206896,0.288056206,0.37599427239729627,0.386138613,0.433255269,0.819393882,0.145199063,81.20497176214846,133.50556265532143,0.23548387,0.416129032,0.348387096,1.194444444,0.44904459,0.22611465,0.32484076,"sa3022886"
"Gino Groover","ARI",2024,"A+,AA,CPX",22,61,264,64,41,12,1,10,35,30,36,10,4,1,0.113636363,0.136363636,0.833333333,0.280701754,0.3851516346136729,0.367424242,0.47368421,0.841108452,0.192982456,43.809525301578404,133.43373835102807,0.203125,0.447916666,0.348958333,1.283582089,0.43589744,0.20512821,0.35897436,"sa3022887"
"Wooyeoul Shin","TBR",2024,"A",22,58,236,41,29,6,2,4,18,36,59,4,22,2,0.152542372,0.25,0.610169491,0.212435233,0.3399521541797509,0.351694915,0.32642487,0.678119785,0.113989637,30.69405168485699,109.81440888804724,0.162790697,0.488372093,0.348837209,1.4,0.50746269,0.23880597,0.25373134,"sa3022888"
"Sam Shaw","TOR",2024,"CPX",19,51,209,37,28,6,1,2,14,35,21,2,10,8,0.167464114,0.100478468,1.666666666,0.220238095,0.3434598632156849,0.360576923,0.303571428,0.664148351,0.083333333,27.392551513595592,93.91247697426994,0.126760563,0.359154929,0.514084507,0.698630136,0.41666667,0.25,0.33333333,"sa3022889"
"Adrian Santana","TBR",2024,"A",18,103,455,100,76,21,3,0,35,34,72,9,51,9,0.074725274,0.158241758,0.472222222,0.239808153,0.2954609504355208,0.299559471,0.304556354,0.604115825,0.064748201,44.4081033855575,82.40772783075627,0.214285714,0.5,0.285714285,1.75,0.4017341,0.23410405,0.36416185,"sa3022890"
"Jim Jarvis","DET",2024,"A,A+",23,116,480,98,72,18,3,5,41,55,64,5,25,7,0.114583333,0.133333333,0.859375,0.237288135,0.3208466678857803,0.33125,0.331719128,0.662969128,0.094430993,55.355257971089145,95.68966930270327,0.235632183,0.488505747,0.275862068,1.770833333,0.42977528,0.20224719,0.36797753,"sa3022891"
"Arjun Nimmala","TOR",2024,"A,CPX",18,90,391,79,35,20,7,17,47,39,120,5,9,1,0.099744245,0.30690537,0.325,0.232352941,0.3748238769638569,0.324808184,0.482352941,0.807161125,0.25,61.15077160724962,125.25492946986313,0.224770642,0.316513761,0.458715596,0.69,0.49775785,0.26008969,0.24215247,"sa3022892"
"Nazzan Zanetello","BOS",2024,"A",19,78,345,46,26,11,2,7,21,42,151,5,4,1,0.12173913,0.437681159,0.278145695,0.156462585,0.2819643932026486,0.279069767,0.278911564,0.557981331,0.122448979,30.27498665895486,74.09381837622117,0.318518518,0.355555555,0.325925925,1.09090909,0.5,0.21428571,0.28571429,"sa3022893"
"Walker Jenkins","MIN",2024,"A,A+,AA,CPX",19,82,368,86,54,22,4,6,58,56,47,3,17,3,0.152173913,0.127717391,1.191489361,0.281967213,0.39463146452022635,0.394021739,0.439344262,0.833366001,0.157377049,63.17758543460788,139.40374920876076,0.239382239,0.386100386,0.374517374,1.030927835,0.44106464,0.24334601,0.31558935,"sa3022894"
"Kevin McGonigle","DET",2024,"A,A+",19,74,328,84,59,16,4,5,44,46,28,6,22,2,0.140243902,0.085365853,1.642857142,0.308823529,0.4010325775963086,0.40061162,0.452205882,0.852817502,0.143382353,57.652308022084895,143.59131780013126,0.266129032,0.423387096,0.31048387,1.363636363,0.53359684,0.22529644,0.24110672,"sa3022895"
"John Peck","DET",2024,"A,A+,CPX",21,73,300,74,53,13,5,3,23,29,74,2,33,6,0.096666666,0.246666666,0.391891891,0.28030303,0.3623588402135715,0.36,0.401515151,0.761515151,0.121212121,44.20360735190794,118.74916126852162,0.252631578,0.5,0.247368421,2.021276595,0.38541667,0.25520833,0.359375,"sa3022896"
"Colton Ledbetter","TBR",2024,"A+",22,109,446,108,63,23,6,16,65,36,126,1,34,7,0.080717488,0.28251121,0.285714285,0.273417721,0.36974728214366553,0.338565022,0.483544303,0.822109325,0.210126582,71.00208985068504,129.97016861609828,0.267657992,0.289962825,0.442379182,0.655462184,0.39194139,0.25641026,0.35164835,"sa3022897"
"B.Y. Choi","SDP",2024,"A,CPX",22,79,323,64,40,16,3,5,28,48,82,4,12,2,0.148606811,0.253869969,0.585365853,0.242424242,0.37066554874645957,0.373831775,0.382575757,0.756407532,0.140151515,50.58639618780641,103.41078070687968,0.205555555,0.383333333,0.411111111,0.932432432,0.5326087,0.26086957,0.20652174,"sa3022898"
"Enrique Bradfield Jr.","BAL",2024,"A+,AA",22,108,469,110,83,18,5,4,35,50,72,3,74,13,0.106609808,0.153518123,0.694444444,0.272277227,0.3419606144829043,0.35775862,0.371287128,0.729045748,0.099009901,64.2647510579676,113.26844778041654,0.214067278,0.501529051,0.284403669,1.76344086,0.3480826,0.24483776,0.40707965,"sa3022917"
"Hunter Haas","TBR",2024,"A+",22,108,416,70,45,17,2,6,41,36,110,1,11,4,0.086538461,0.264423076,0.327272727,0.193370165,0.2753593777340203,0.278450363,0.301104972,0.579555335,0.107734807,35.88095978390407,70.41709914369069,0.212,0.304,0.484,0.628099173,0.44573643,0.20930233,0.34496124,"sa3022918"
"Tre' Morgan","TBR",2024,"A,A+,AA",21,100,437,121,85,23,3,10,68,48,48,3,20,7,0.109839816,0.109839816,1,0.324396782,0.4130464908418412,0.408352668,0.482573726,0.890926394,0.158176944,82.61058808907963,157.76842336992223,0.255520504,0.466876971,0.277602523,1.681818181,0.37846154,0.24307692,0.37846154,"sa3022919"
"Jalen Vasquez","BAL",2024,"A+",22,96,356,64,41,15,4,4,30,54,99,1,35,8,0.151685393,0.278089887,0.545454545,0.216216216,0.3239695646393467,0.34084507,0.334459459,0.675304529,0.118243243,44.0797094895201,101.08719247763909,0.234693877,0.367346938,0.397959183,0.923076923,0.49,0.24,0.27,"sa3022920"
"Brayden Taylor","TBR",2024,"A+,AA",22,114,508,106,51,27,8,20,62,76,141,2,29,7,0.149606299,0.277559055,0.539007092,0.25,0.39003131869276597,0.364891518,0.492924528,0.857816046,0.242924528,87.91034765794112,144.0812933038177,0.246478873,0.26056338,0.492957746,0.528571428,0.44791667,0.29861111,0.25347222,"sa3022921"
"Benjamin Blackwell","TEX",2024,"A+",25,63,219,36,29,6,1,0,14,21,59,5,16,4,0.09589041,0.269406392,0.355932203,0.18556701,0.24542399256601247,0.270642201,0.226804123,0.497446324,0.041237113,13.822739922253742,51.529678305777935,0.173228346,0.559055118,0.267716535,2.088235294,0.375,0.21323529,0.41176471,"sa3022922"
"Colt Emerson","SEA",2024,"A,A+,CPX",18,70,336,72,50,17,1,4,37,50,58,4,15,2,0.148809523,0.172619047,0.862068965,0.262773722,0.37464296640384764,0.392857142,0.375912408,0.76876955,0.113138686,53.070198781498505,119.01826793395091,0.237209302,0.506976744,0.255813953,1.981818181,0.38636364,0.21818182,0.39545455,"sa3022923"
"Alberth Palma","TBR",2024,"DSL",18,36,153,34,29,5,0,0,19,16,15,4,18,4,0.104575163,0.098039215,1.066666666,0.269841269,0.3498352281252543,0.36,0.309523809,0.669523809,0.03968254,20.458864979745712,91.65012268935506,0.198113207,0.46226415,0.339622641,1.361111111,0.46017699,0.30973451,0.2300885,"sa3022924"
"David Smith","DET",2024,"A",23,106,414,62,42,14,3,3,40,83,94,4,29,7,0.200483091,0.22705314,0.882978723,0.198083067,0.34617881177412685,0.380145278,0.290734824,0.670880102,0.092651757,55.61208526044434,109.13025675886968,0.213636363,0.445454545,0.34090909,1.306666666,0.52444444,0.24,0.23555556,"sa3022925"
"Brett Callahan","DET",2024,"A,A+,CPX",22,71,296,70,48,13,2,7,38,26,59,2,21,4,0.087837837,0.199324324,0.440677966,0.27237354,0.37285974955154677,0.359322033,0.420233463,0.779555496,0.147859923,45.88545462976073,124.35203638737025,0.215384615,0.425641025,0.358974358,1.185714285,0.44776119,0.22885572,0.32338308,"sa3022927"
"Weston Eberly","CHW",2024,"A+,AA,AAA",23,38,135,19,14,3,0,2,13,14,40,3,0,0,0.103703703,0.296296296,0.35,0.166666666,0.2573860621274407,0.276119402,0.245614035,0.521733437,0.078947369,9.56162041805653,58.49759445239669,0.24,0.333333333,0.426666666,0.78125,0.48051948,0.18181818,0.33766234,"sa3022928"
"Mikey Kane","CHW",2024,"A",22,48,203,47,33,9,0,5,13,24,42,1,2,0,0.1182266,0.206896551,0.571428571,0.273255813,0.3801959104138642,0.374384236,0.412790697,0.787174933,0.139534884,32.36227163960837,134.60465277527288,0.161290322,0.370967741,0.467741935,0.793103448,0.53030303,0.16666667,0.3030303,"sa3022930"
