Name,Team,Season,Level,Age,G,PA,H,1B,2B,3B,HR,RBI,BB,SO,GDP,SB,CS,BB%,K%,BB/K,AVG,wOBA,OBP,SLG,OPS,ISO,wRC,wRC+,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,PlayerId
"Jake Holton","DET",2024,"AA",26,96,410,98,63,21,0,14,71,44,91,13,6,2,0.107317073,0.221951219,0.483516483,0.279202279,0.37939002310357445,0.373170731,0.458689458,0.831860189,0.179487179,67.2142351426102,139.56039307199177,0.236220472,0.440944881,0.322834645,1.365853658,0.46415094,0.24528302,0.29056604,"sa3010599"
"Jesus Ordonez","COL",2024,"A+",24,44,169,40,31,6,0,3,14,12,26,3,4,2,0.071005917,0.153846153,0.461538461,0.27027027,0.34365075969410513,0.353293413,0.371621621,0.724915034,0.101351351,22.573446852841712,109.54122200065092,0.245762711,0.491525423,0.262711864,1.870967741,0.44354839,0.23387097,0.32258065,"sa3010603"
"Andrick Nava","PHI",2024,"A+,AA",22,61,230,51,37,10,1,3,28,27,40,2,0,1,0.117391304,0.173913043,0.675,0.258883248,0.33370081108549365,0.347826086,0.365482233,0.713308319,0.106598985,30.047034101499943,107.6761679891886,0.2375,0.40625,0.35625,1.140350877,0.37037037,0.30246914,0.32716049,"sa3010693"
"Colin Barber","HOU",2024,"AA",23,70,282,56,39,9,0,8,27,21,85,6,4,2,0.074468085,0.301418439,0.247058823,0.222222222,0.2953914577233876,0.287234042,0.353174603,0.640408645,0.130952381,27.42493343081267,80.45679227318581,0.24260355,0.331360946,0.426035502,0.777777777,0.44252874,0.22413793,0.33333333,"sa3010696"
"Victor Mesa Jr.","MIA",2024,"A,AAA",22,83,369,85,56,15,1,13,51,30,81,6,5,3,0.081300813,0.219512195,0.37037037,0.255255255,0.32951183487539704,0.317934782,0.423423423,0.741358205,0.168168168,45.31988716123956,91.70006065157817,0.226190476,0.424603174,0.349206349,1.21590909,0.44921875,0.2734375,0.27734375,"sa3010700"
"Cade Bunnell","ATL",2024,"AA",27,73,247,31,18,12,0,1,10,46,97,2,1,2,0.186234817,0.39271255,0.474226804,0.155,0.276567544049097,0.31174089,0.23,0.54174089,0.075,20.43449992141535,75.1063737307982,0.227722772,0.396039603,0.376237623,1.052631578,0.49038462,0.24038462,0.26923077,"sa3010702"
"Andrew Navigato","DET",2024,"AA,AAA",26,130,520,121,66,29,5,21,83,55,128,6,22,10,0.10576923,0.246153846,0.4296875,0.266519823,0.374162645981862,0.357692307,0.491189427,0.848881734,0.224669604,83.99191076832167,120.25054100038886,0.236923076,0.353846153,0.409230769,0.864661654,0.4695122,0.22256098,0.30792683,"sa3010703"
"Sammy Siani","PIT",2024,"A+,AA",23,116,476,112,79,18,6,9,48,45,90,6,16,6,0.094537815,0.18907563,0.5,0.265402843,0.33951909925166446,0.338266384,0.400473933,0.738740317,0.13507109,63.67570635199071,112.63075167700246,0.20795107,0.470948012,0.321100917,1.466666666,0.48664688,0.20474777,0.30860534,"sa3010704"
"Keoni Cavaco","MIN",2024,"A+",23,34,114,15,5,5,1,4,13,7,50,1,0,0,0.061403508,0.438596491,0.14,0.144230769,0.2429119186443195,0.201754385,0.326923076,0.528677461,0.182692307,6.448078628728793,47.88217571642734,0.092592592,0.462962962,0.444444444,1.041666666,0.55357143,0.125,0.32142857,"sa3010706"
"Andres Alvarez","PIT",2024,"A,AAA",27,81,299,70,48,12,4,6,36,33,73,4,7,4,0.110367892,0.244147157,0.452054794,0.27237354,0.3570578873560235,0.364864864,0.420233463,0.785098327,0.147859923,43.54354994035211,109.13563702360739,0.189944134,0.435754189,0.374301675,1.164179104,0.46560847,0.26455026,0.26984127,"sa3010710"
"Stephen Paolini","ATL",2024,"A+",23,102,404,77,53,17,2,5,44,47,131,7,20,2,0.116336633,0.324257425,0.358778625,0.22,0.301107240553519,0.314356435,0.322857142,0.637213577,0.102857142,42.88494913560026,86.66244618096358,0.246575342,0.433789954,0.319634703,1.357142857,0.46188341,0.23766816,0.30044843,"sa3010720"
"Chase Strumpf","CHC",2024,"AAA,CPX",26,88,337,67,41,14,0,12,37,46,118,4,1,2,0.136498516,0.350148367,0.389830508,0.235087719,0.3443582422697722,0.346268656,0.410526315,0.756794971,0.175438596,45.61322354165301,100.18535662349447,0.272727272,0.315151515,0.412121212,0.764705882,0.46153846,0.31952663,0.21893491,"sa3010845"
"Maverick Handley","BAL",2024,"AAA",26,84,330,55,39,12,1,3,26,44,74,9,5,3,0.133333333,0.224242424,0.594594594,0.202205882,0.2945204007589346,0.325227963,0.286764705,0.611992668,0.084558823,30.53732075144533,68.93879364575662,0.177664974,0.532994923,0.289340101,1.842105263,0.49253731,0.21393035,0.29353234,"sa3010848"
"William Lugo","NYM",2024,"A+",22,84,346,52,27,15,2,8,34,57,95,5,5,1,0.164739884,0.274566473,0.6,0.185714285,0.3226692764400747,0.332369942,0.339285714,0.671655656,0.153571429,42.49382226658642,100.26678912246638,0.189944134,0.396648044,0.413407821,0.959459459,0.54255319,0.25,0.20744681,"sa3010876"
"Daniel Mateo","TEX",2024,"A+,AA",22,75,257,42,31,6,0,5,22,18,68,8,13,4,0.07003891,0.264591439,0.264705882,0.178723404,0.24398687586246298,0.245136186,0.268085106,0.513221292,0.089361702,14.923326555064744,47.79623020650707,0.141975308,0.462962962,0.395061728,1.171875,0.42261905,0.29761905,0.2797619,"sa3010886"
"Hudson Head","PIT",2024,"A+",23,102,416,75,44,12,6,13,49,45,133,3,9,4,0.108173076,0.319711538,0.338345864,0.208333333,0.3169937421685284,0.302663438,0.383333333,0.685996771,0.175,49.26618452120321,96.68586962986356,0.205357142,0.392857142,0.401785714,0.977777777,0.53448276,0.2112069,0.25431034,"sa3010889"
"Shayne Fontana","BAL",2024,"AAA",27,73,245,48,38,5,1,4,17,23,57,3,11,3,0.093877551,0.232653061,0.403508771,0.225352112,0.29362311579072425,0.312757201,0.31455399,0.627311191,0.089201878,22.48265187820946,68.36410619350083,0.217105263,0.513157894,0.269736842,1.902439024,0.47798742,0.20125786,0.32075472,"sa3010897"
"Troy Johnston","MIA",2024,"AAA",27,125,528,132,87,30,4,11,63,37,100,17,17,3,0.070075757,0.189393939,0.37,0.275574112,0.34191184931180696,0.339015151,0.423799582,0.762814733,0.14822547,70.37209712365086,99.29177156522677,0.265957446,0.449468085,0.284574468,1.579439252,0.39895013,0.25721785,0.34383202,"sa3010899"
"Will Holland","MIN",2024,"AAA",26,41,145,35,18,10,1,6,20,17,31,2,13,2,0.117241379,0.213793103,0.548387096,0.299145299,0.4324559631018803,0.427586206,0.555555555,0.983141761,0.256410256,30.612783238174966,157.28289803484628,0.34117647,0.294117647,0.364705882,0.806451612,0.63218391,0.16091954,0.20689655,"sa3011204"
"Christian Koss","SFG",2024,"AA,AAA,CPX",26,88,324,83,48,24,2,9,47,30,59,6,13,1,0.092592592,0.182098765,0.508474576,0.298561151,0.38837224301125933,0.376175548,0.496402877,0.872578425,0.197841726,54.79934900853961,127.25895276196269,0.254545454,0.431818181,0.313636363,1.376811594,0.4380531,0.2699115,0.2920354,"sa3011227"
"Jake Mangum","TBR",2024,"AAA",28,104,428,126,89,30,1,6,56,23,73,7,20,8,0.053738317,0.170560747,0.315068493,0.316582914,0.35718753836422323,0.357476635,0.442211055,0.79968769,0.125628141,62.66486240328063,109.07544914147549,0.288819875,0.462732919,0.248447204,1.8625,0.32012195,0.21341463,0.46646341,"sa3011255"
"Kervin Pichardo","PIT",2024,"AA",22,118,459,106,79,14,2,11,49,27,128,8,8,4,0.058823529,0.278867102,0.2109375,0.251781472,0.3128053289940704,0.3061674,0.372921615,0.679089015,0.121140143,51.79962856452956,96.07242206431387,0.202090592,0.432055749,0.365853658,1.18095238,0.43243243,0.26013514,0.30743243,"sa3011260"
"Jase Bowen","PIT",2024,"AA",23,110,450,98,69,17,2,10,43,29,106,4,22,8,0.064444444,0.235555555,0.273584905,0.24078624,0.3043216868268297,0.297539149,0.366093366,0.663632515,0.125307126,47.85504776100274,90.53156331978424,0.228956228,0.363636363,0.407407407,0.892561983,0.45954693,0.27184466,0.26860841,"sa3011267"
"Jeremy De La Rosa","WSN",2024,"A,A+,AA",22,102,417,71,30,23,4,14,56,31,124,1,14,9,0.074340527,0.29736211,0.25,0.187335092,0.28688965748591594,0.25,0.379947229,0.629947229,0.192612137,38.7273036003351,77.66141833845282,0.181818181,0.407114624,0.411067193,0.990384615,0.45945946,0.25482625,0.28571429,"sa3011329"
"Darrien Miller","MIL",2024,"AA",23,93,403,65,46,16,1,2,29,64,82,4,2,0,0.158808933,0.203473945,0.780487804,0.2124183,0.3438174014079601,0.391521197,0.290849673,0.68237087,0.078431373,53.05663175682275,119.52103984493041,0.271111111,0.346666666,0.382222222,0.906976744,0.49561404,0.20614035,0.29824561,"sa3011330"
"Cameron Barstad","MIA",2024,"A+",23,65,258,49,31,12,0,6,29,29,96,1,0,1,0.1124031,0.372093023,0.302083333,0.22072072,0.3214500555732371,0.321705426,0.355855855,0.677561281,0.135135135,29.89342205820867,98.08539167435217,0.28,0.432,0.288,1.5,0.3828125,0.2421875,0.375,"sa3011350"
"Phil Clarke","TOR",2024,"AA,AAA",26,79,314,68,53,12,0,3,29,43,33,10,5,0,0.136942675,0.105095541,1.303030303,0.259541984,0.34239409702598667,0.378980891,0.339694656,0.718675547,0.080152672,41.8351219514623,105.84909723694025,0.288209606,0.340611353,0.371179039,0.917647058,0.44782609,0.24782609,0.30434783,"sa3011379"
"Hunter Bishop","SFG",2024,"AA,AAA",26,123,518,113,76,23,3,11,65,43,146,6,15,4,0.083011583,0.281853281,0.294520547,0.24672489,0.31524522634262736,0.3172147,0.382096069,0.699310769,0.135371179,56.85854327537119,79.64869683293418,0.229559748,0.424528301,0.345911949,1.227272727,0.42367601,0.25545171,0.32087227,"sa3011413"
"Marcus Lee Sang","PHI",2024,"AA,AAA",23,105,435,95,65,12,5,13,47,31,103,8,12,6,0.071264367,0.236781609,0.300970873,0.241116751,0.3159975869589687,0.29953917,0.395939086,0.695478256,0.154822335,50.142907693970635,97.7913133992672,0.209621993,0.491408934,0.298969072,1.64367816,0.41750842,0.22895623,0.35353535,"sa3011445"
"Jamari Baylor","TOR",2024,"A+",23,33,130,21,18,0,0,3,12,14,40,0,6,1,0.107692307,0.307692307,0.35,0.194444444,0.2927013910733737,0.315384615,0.277777777,0.593162392,0.083333333,12.203800555852007,76.98713470971545,0.264705882,0.397058823,0.338235294,1.173913043,0.45714286,0.21428571,0.32857143,"sa3011446"
"Stephen Scott","DET",2024,"A+,AA,AAA",27,80,303,76,45,20,2,9,42,24,69,4,9,2,0.07920792,0.227722772,0.347826086,0.282527881,0.3656978729141034,0.349834983,0.472118959,0.821953942,0.189591078,46.27782279951412,121.25878981630599,0.237623762,0.396039603,0.366336633,1.081081081,0.48039216,0.21568627,0.30392157,"sa3011469"
"Yolbert Sanchez","ATL",2024,"AA,AAA",27,92,353,97,81,13,1,2,34,13,54,11,4,4,0.036827195,0.152974504,0.24074074,0.295731707,0.3144707201208387,0.32,0.359756097,0.679756097,0.06402439,38.58262793132968,98.95373664714066,0.332116788,0.441605839,0.226277372,1.951612903,0.39084507,0.19366197,0.41549296,"sa3011471"
"T.J. Schofield-Sam","OAK",2024,"A,A+,CPX",23,98,432,108,79,20,3,6,50,19,69,3,6,2,0.043981481,0.159722222,0.275362318,0.276923076,0.343790661431244,0.337962962,0.389743589,0.727706551,0.112820513,57.362850293671876,98.98087173044826,0.225,0.44375,0.33125,1.339622641,0.41411043,0.24539877,0.3404908,"sa3011501"
"Ethan Hearn","CHC",2024,"A+",23,65,255,52,28,13,1,10,34,18,76,3,5,3,0.070588235,0.298039215,0.236842105,0.231111111,0.34222844254736806,0.309803921,0.431111111,0.740915032,0.2,33.54669515434478,111.3673702049066,0.288590604,0.315436241,0.395973154,0.796610169,0.50326797,0.26797386,0.22875817,"sa3011502"
"Jake Snider","COL",2024,"A,A+,CPX",26,105,422,84,58,15,4,7,43,77,77,4,30,4,0.182464454,0.182464454,1,0.261682242,0.3986994011020888,0.424821002,0.398753894,0.823574896,0.137071652,74.89678343813674,137.34471938193911,0.197530864,0.518518518,0.283950617,1.826086956,0.37349398,0.23694779,0.38955823,"sa3011559"
"Wuilfredo Antunez","CLE",2024,"A,A+",22,96,395,94,54,21,9,10,62,31,83,5,19,9,0.078481012,0.210126582,0.373493975,0.264044943,0.3659954360726529,0.325699745,0.457865168,0.783564913,0.193820225,58.897668716716844,125.94928893267472,0.248148148,0.337037037,0.414814814,0.8125,0.51811594,0.17753623,0.30434783,"sa3011578"
"Luke Berryhill","HOU",2024,"AAA",26,57,221,45,31,8,0,6,30,26,69,6,5,0,0.117647058,0.312217194,0.376811594,0.234375,0.32201263200153,0.331818181,0.369791666,0.701609847,0.135416666,25.314278850120417,79.33404628768358,0.213114754,0.393442622,0.393442622,1,0.424,0.288,0.288,"sa3011587"
"Jadiel Sanchez","LAA",2024,"A+",23,85,346,67,42,14,3,8,36,24,66,5,2,1,0.069364161,0.190751445,0.363636363,0.214743589,0.291764005152292,0.278260869,0.35576923,0.634030099,0.141025641,32.22819061162275,76.38819219234402,0.19262295,0.38114754,0.426229508,0.894230769,0.48809524,0.21031746,0.3015873,"sa3011629"
"Jean Perez","COL",2024,"A+,AAA",21,67,233,55,43,7,3,2,28,7,67,5,8,0,0.030042918,0.287553648,0.104477611,0.258215962,0.29126082733273506,0.285714285,0.34741784,0.633132125,0.089201878,21.394126033038997,75.26003596314656,0.176870748,0.530612244,0.292517006,1.813953488,0.37419355,0.2516129,0.37419355,"sa3011632"
"Dasan Brown","TOR",2024,"A+,AA",22,106,448,95,62,22,3,8,41,45,113,4,35,4,0.100446428,0.252232142,0.398230088,0.246113989,0.3394834360292366,0.342342342,0.380829015,0.723171357,0.134715026,58.700708310674905,108.15663659632234,0.236641221,0.385496183,0.377862595,1.02020202,0.51094891,0.25912409,0.22992701,"sa3011717"
"Jordan Brewer","HOU",2024,"AA",26,84,334,66,40,18,1,7,31,26,66,5,10,0,0.077844311,0.19760479,0.393939393,0.223728813,0.31071410850136577,0.305389221,0.362711864,0.668101085,0.138983051,36.466072214171746,90.32516442743815,0.213973799,0.410480349,0.375545851,1.093023255,0.52155172,0.19827586,0.28017241,"sa3011737"
"Karson Simas","BOS",2024,"A+,AA,AAA",23,48,178,31,22,7,0,2,15,12,49,2,9,2,0.06741573,0.275280898,0.244897959,0.198717948,0.26942034158329503,0.282485875,0.282051282,0.564537157,0.083333334,14.034012080354145,63.191436109249786,0.196261682,0.523364485,0.280373831,1.866666666,0.43636364,0.2,0.36363636,"sa3011739"
"Erick Brito","PHI",2024,"A+,AA",22,111,437,94,68,22,2,2,30,37,64,13,21,8,0.084668192,0.146453089,0.578125,0.242894056,0.3055482891698678,0.319444444,0.325581395,0.645025839,0.082687339,47.555802920066824,89.6967102804151,0.221875,0.434375,0.34375,1.263636363,0.43902439,0.23780488,0.32317073,"sa3011753"
"Shane Sasaki","MIA",2024,"A,AA,CPX",23,75,290,62,49,12,0,1,13,39,78,0,24,4,0.134482758,0.268965517,0.5,0.25203252,0.332442649714262,0.363321799,0.31300813,0.676329929,0.06097561,36.09882751479778,108.28395381158543,0.234567901,0.450617283,0.314814814,1.431372549,0.52121212,0.17575758,0.3030303,"sa3011754"
"Christopher Familia","NYY",2024,"A,A+,CPX",24,45,175,39,23,9,1,6,25,14,48,6,0,0,0.08,0.274285714,0.291666666,0.248407643,0.3495456072262355,0.32,0.433121019,0.753121019,0.184713376,24.978756101458465,111.25241417268262,0.236363636,0.409090909,0.354545454,1.153846153,0.58558559,0.23423423,0.18018018,"sa3011776"
"Willy Vasquez","TBR",2024,"AA",22,97,371,73,48,18,2,5,41,24,118,10,11,6,0.064690026,0.318059299,0.20338983,0.212209302,0.27407524576084313,0.264150943,0.319767441,0.583918384,0.107558139,30.020449649181952,73.46035393719592,0.237885462,0.458149779,0.303964757,1.507246376,0.37117904,0.26200873,0.36681223,"sa3011821"
"Marcos De La Rosa","TOR",2024,"A,A+,AA,CPX",22,77,167,26,16,6,0,4,14,15,68,1,6,5,0.089820359,0.407185628,0.220588235,0.180555555,0.2902595350842276,0.287425149,0.305555555,0.592980704,0.125,15.176777773072219,73.65621442802745,0.184210526,0.381578947,0.434210526,0.878787878,0.48051948,0.25974026,0.25974026,"sa3011851"
"Jesus Bugarin","COL",2024,"A+",22,72,279,67,50,10,0,7,37,5,73,10,6,1,0.017921146,0.261648745,0.06849315,0.248148148,0.28749725994446296,0.26618705,0.362962962,0.629150012,0.114814814,25.059998733599674,73.66195632909273,0.208333333,0.536458333,0.255208333,2.102040816,0.53266332,0.16582915,0.30150754,"sa3011857"
"Trei Cruz","DET",2024,"AA",25,102,440,100,67,23,1,9,48,49,112,5,9,8,0.111363636,0.254545454,0.4375,0.260416666,0.3390493335658407,0.342465753,0.395833333,0.738299086,0.135416667,58.51458129371736,113.21297553844344,0.232727272,0.378181818,0.389090909,0.971962616,0.42238267,0.26714801,0.31046931,"sa3014420"
"Baron Radcliff","PHI",2024,"AA",25,45,168,24,15,4,0,5,8,15,79,0,0,0,0.089285714,0.470238095,0.189873417,0.157894736,0.24155297059388386,0.232142857,0.282894736,0.515037593,0.125,9.77562438421293,49.53589384598121,0.229729729,0.459459459,0.31081081,1.478260869,0.56756757,0.2027027,0.22972973,"sa3014424"
"Hayden Cantrelle","CHC",2024,"AA,AAA",25,62,231,52,34,10,3,5,24,28,71,0,11,2,0.121212121,0.307359307,0.394366197,0.268041237,0.3726009221576707,0.379912663,0.427835051,0.807747714,0.159793814,36.46370819384761,124.89464115671522,0.260162601,0.373983739,0.365853658,1.022222222,0.472,0.264,0.264,"sa3014426"
"Alerick Soularie","SFG",2024,"AA,CPX",24,57,168,26,16,6,1,3,19,17,42,2,15,6,0.101190476,0.25,0.404761904,0.188405797,0.28073346614837646,0.286585365,0.311594202,0.598179567,0.123188405,14.463390773087706,72.03590881999828,0.145833333,0.5,0.354166666,1.411764705,0.42718447,0.2038835,0.36893204,"sa3014436"
"Gage Workman","DET",2024,"AA",24,126,556,135,82,29,6,18,89,65,153,4,30,13,0.116906474,0.275179856,0.424836601,0.279503105,0.38001982792132144,0.366425992,0.476190476,0.842616468,0.196687371,91.41771274114032,139.97173285542058,0.25,0.382716049,0.36728395,1.042016806,0.47447447,0.24624625,0.27927928,"sa3014441"
"Trevor Hauver","TEX",2024,"AAA",25,104,420,87,47,28,1,11,60,59,125,3,1,1,0.14047619,0.297619047,0.472,0.246458923,0.35360910761299313,0.360381861,0.424929178,0.785311039,0.178470255,60.14126368402252,99.17668275376543,0.283842794,0.419213973,0.296943231,1.411764705,0.38695652,0.2826087,0.33043478,"sa3014448"
"Hudson Haskin","BAL",2024,"A+,AAA",25,101,387,67,50,11,1,5,30,54,109,6,22,6,0.139534883,0.281653746,0.495412844,0.212025316,0.3168623521346454,0.351421188,0.300632911,0.652054099,0.088607595,43.401537095784434,84.98991320184047,0.184079601,0.457711442,0.358208955,1.277777777,0.45365854,0.21463415,0.33170732,"sa3014449"
"Isaiah Greene","CLE",2024,"A+",22,28,103,18,10,4,3,1,5,14,28,1,4,1,0.13592233,0.27184466,0.5,0.202247191,0.3133498059893117,0.310679611,0.348314606,0.658994217,0.146067415,11.304199085207685,92.90754311470342,0.186440677,0.33898305,0.474576271,0.714285714,0.3442623,0.18032787,0.47540984,"sa3014460"
"Petey Halpin","CLE",2024,"AA",22,90,405,83,52,15,4,12,45,43,95,0,12,7,0.106172839,0.234567901,0.452631578,0.233146067,0.32591616679536234,0.314356435,0.398876404,0.713232839,0.165730337,49.77931447658671,104.63540702375921,0.260536398,0.318007662,0.421455938,0.754545454,0.41198502,0.26217228,0.3258427,"sa3014461"
"Owen Caissie","CHC",2024,"AAA",21,127,549,131,80,29,3,19,75,71,156,3,11,2,0.129326047,0.284153005,0.455128205,0.277542372,0.37594341380255564,0.375227686,0.472457627,0.847685313,0.194915255,89.2333302593087,121.0880946803621,0.26433121,0.401273885,0.334394904,1.2,0.38557994,0.26332288,0.35109718,"sa3014465"
"Carson Taylor","PHI",2024,"AA,AAA",25,115,477,109,74,16,3,16,77,73,98,4,5,1,0.153039832,0.205450733,0.744897959,0.278772378,0.3899823355825007,0.396226415,0.457800511,0.854026926,0.179028133,82.22581573775372,145.5232787852923,0.255892255,0.417508417,0.326599326,1.278350515,0.44,0.27333333,0.28666667,"sa3014468"
"Anthony Servideo","BAL",2024,"AA,AAA",25,117,437,62,42,11,1,8,31,58,140,9,13,3,0.132723112,0.320366132,0.414285714,0.165775401,0.26542760051529984,0.28275862,0.264705882,0.547464502,0.098930481,32.282608816439335,60.6147576344544,0.188596491,0.45614035,0.355263157,1.283950617,0.44680851,0.20851064,0.34468085,"sa3014472"
"Jake Vogel","LAD",2024,"A+",22,89,321,48,38,5,2,3,24,38,94,4,18,5,0.118380062,0.29283489,0.404255319,0.177121771,0.27156698553817077,0.297805642,0.243542435,0.541348077,0.066420664,25.102019636940064,66.19909241210613,0.247126436,0.362068965,0.390804597,0.926470588,0.49444444,0.25,0.25555556,"sa3014473"
"Aaron Sabato","MIN",2024,"A,AA",25,90,373,64,40,14,0,10,33,46,113,9,8,2,0.123324396,0.302949061,0.407079646,0.199376947,0.30513399518946166,0.308310991,0.336448598,0.644759589,0.137071651,39.07081434160461,86.56421839841477,0.231884057,0.434782608,0.333333333,1.304347826,0.46889952,0.24880383,0.28229665,"sa3014494"
"Kaden Polcovich","SEA",2024,"AA",25,81,287,55,37,12,3,3,30,33,74,2,17,7,0.114982578,0.257839721,0.445945945,0.228215767,0.32265812846330494,0.339160839,0.340248962,0.679409801,0.112033195,34.00318398290824,98.01756933244555,0.221556886,0.389221556,0.389221556,1,0.41520468,0.28654971,0.29824561,"sa3014496"
"Freddy Zamora","MIL",2024,"AA,AAA",25,94,362,59,46,9,0,4,30,41,75,10,9,3,0.113259668,0.20718232,0.546666666,0.192810457,0.2781300742323227,0.306629834,0.261437908,0.568067742,0.068627451,28.493165293267694,63.874243840993074,0.208695652,0.504347826,0.286956521,1.757575757,0.54700855,0.19230769,0.26068376,"sa3014500"
"Werner Blakely","LAA",2024,"A+",22,98,382,67,43,18,4,2,33,50,111,1,15,2,0.130890052,0.290575916,0.45045045,0.205521472,0.298177166318516,0.313984168,0.303680981,0.617665149,0.098159509,37.49010464049994,80.48588003554806,0.23444976,0.401913875,0.363636363,1.105263157,0.36238532,0.29357798,0.3440367,"sa3014502"
"David Calabrese","LAA",2024,"AA",21,38,136,23,16,3,0,4,11,23,41,0,4,2,0.169117647,0.301470588,0.560975609,0.209090909,0.3344911094894983,0.345864661,0.345454545,0.691319206,0.136363636,16.98224057142353,113.36155999011082,0.25,0.411764705,0.338235294,1.217391304,0.44444444,0.33333333,0.22222222,"sa3014507"
"Zac Veen","COL",2024,"A+,AA,AAA,CPX",22,65,270,60,37,10,2,11,35,30,67,6,21,4,0.111111111,0.248148148,0.447761194,0.257510729,0.36120849959832385,0.345864661,0.459227467,0.805092128,0.201716738,40.214635287741004,117.71245530704502,0.23030303,0.448484848,0.321212121,1.396226415,0.4502924,0.24561404,0.30409357,"sa3014516"
"Austin Hendrick","CIN",2024,"AA",23,121,474,82,60,11,0,11,30,25,173,4,14,7,0.052742616,0.364978902,0.14450867,0.18764302,0.25157170881659296,0.243128964,0.288329519,0.531458483,0.100686499,30.59509837788116,58.598061004255065,0.197674418,0.321705426,0.480620155,0.669354838,0.46183206,0.25954198,0.27862595,"sa3014521"
"Casey Martin","PHI",2024,"AA",25,97,352,49,32,6,2,9,33,24,108,1,9,1,0.068181818,0.306818181,0.222222222,0.155555555,0.2346225113353946,0.224431818,0.273015873,0.497447691,0.117460318,18.471742088769552,46.36773811553928,0.166666666,0.269607843,0.56372549,0.478260869,0.42990654,0.25700935,0.31308411,"sa3014524"
"A.J. Vukovich","ARI",2024,"AA,AAA",22,125,523,126,77,29,3,17,80,48,157,12,6,3,0.091778202,0.300191204,0.305732484,0.26980728,0.35974680726555575,0.340344168,0.453961456,0.794305624,0.184154176,76.92755930698642,121.54690229445495,0.256493506,0.48051948,0.262987012,1.827160493,0.41772152,0.23734177,0.34493671,"sa3014525"
"Jordan Nwogu","CHC",2024,"A+,AA",25,96,368,75,48,18,2,7,47,35,84,3,23,7,0.095108695,0.228260869,0.416666666,0.231481481,0.31679161054932553,0.309782608,0.36419753,0.673980138,0.132716049,41.370091142504755,95.82289898887227,0.21632653,0.302040816,0.481632653,0.627118644,0.48571429,0.25714286,0.25714286,"sa3014530"
"Blaze Jordan","BOS",2024,"AA",21,89,380,92,62,22,1,7,61,18,46,9,2,1,0.047368421,0.121052631,0.391304347,0.260623229,0.3161453570190229,0.305263157,0.388101983,0.69336514,0.127478754,43.85796554959257,98.25386997597793,0.203278688,0.426229508,0.370491803,1.150442477,0.4775641,0.19871795,0.32371795,"sa3014537"
"Ed Howard","CHC",2024,"A+,AAA",22,112,436,90,67,19,2,2,27,28,122,15,8,1,0.064220183,0.279816513,0.229508196,0.225,0.2754049426124942,0.28110599,0.2975,0.57860599,0.0725,34.62214654730281,67.24847089869874,0.239130434,0.518115942,0.242753623,2.134328358,0.34982332,0.20848057,0.44169611,"sa3014540"
"Milan Tolentino","CLE",2024,"AA",22,111,441,95,64,20,2,9,43,41,112,3,17,6,0.092970521,0.253968253,0.366071428,0.240506329,0.31483745520888,0.31292517,0.369620253,0.682545423,0.129113924,50.455812568274666,97.39964969666202,0.237588652,0.336879432,0.425531914,0.791666666,0.39160839,0.25524476,0.35314685,"sa3014544"
"Jimmy Glowenke","SFG",2024,"AA",25,105,392,67,44,16,0,7,30,32,88,6,5,2,0.081632653,0.224489795,0.363636363,0.198813056,0.2900146517998133,0.3,0.308605341,0.608605341,0.109792285,37.384318275387756,81.18731487377518,0.244979919,0.333333333,0.421686746,0.79047619,0.53333333,0.21960784,0.24705882,"sa3014548"
"Zavier Warren","MIL",2024,"AA",25,99,370,65,45,8,1,11,52,43,98,6,4,3,0.116216216,0.264864864,0.43877551,0.205696202,0.30972282081036956,0.308108108,0.341772151,0.649880259,0.136075949,39.5347979565448,97.00352868557358,0.125581395,0.339534883,0.53488372,0.634782608,0.40454545,0.24545455,0.35,"sa3014549"
"Juan Chacon","BOS",2024,"A+",21,84,334,62,39,18,3,2,17,25,109,5,9,3,0.074850299,0.326347305,0.229357798,0.203278688,0.26933810025632027,0.269461077,0.301639344,0.571100421,0.098360656,27.254039816053044,66.61803656056728,0.25388601,0.424870466,0.321243523,1.322580645,0.39698492,0.24623116,0.35678392,"sa3014676"
"Kevin Made","WSN",2024,"A+,AA",21,93,386,72,51,18,1,2,32,45,96,3,13,2,0.11658031,0.248704663,0.46875,0.220183486,0.30224731797352433,0.325520833,0.299694189,0.625215022,0.079510703,41.11346689901197,87.22499998595427,0.217391304,0.478260869,0.304347826,1.571428571,0.44117647,0.23529412,0.32352941,"sa3014679"
"Roberto Campos","DET",2024,"A+",21,118,484,116,76,25,5,10,66,41,112,13,11,2,0.084710743,0.231404958,0.366071428,0.272300469,0.35535494840986004,0.342323651,0.424882629,0.76720628,0.15258216,68.47024474258481,119.75810665927509,0.293375394,0.372239747,0.334384858,1.113207547,0.46728972,0.24922118,0.2834891,"sa3014683"
"Erick Pena","KCR",2024,"A",21,108,427,64,35,16,3,10,43,51,171,1,13,3,0.119437939,0.400468384,0.298245614,0.175824175,0.29523478074096393,0.281990521,0.318681318,0.600671839,0.142857143,41.60483948510959,82.26840679284551,0.221052631,0.363157894,0.415789473,0.873417721,0.52331606,0.23834197,0.23834197,"sa3014686"
